symbol,Date,High,Low,Open,Close,signal,pc_sma15c_sma30c,pc_open_close,pc_high_low,pc_low_close
SNX,2019-01-01,0.053312998265028,0.0357379987835884,0.0382240004837513,0.0469879992306232,0.0,0.0,0.2292799978013134,-0.3296569327065659,0.3147910020132693
SNX,2019-01-02,0.0487309992313385,0.0372689999639987,0.0434990003705024,0.0452350005507469,0.0,0.0,0.039908967228169064,-0.23520960883495873,0.21374334150213953
SNX,2019-01-03,0.0449899993836879,0.0360619984567165,0.0428639985620975,0.0385410003364086,0.0,0.0,-0.10085382537110085,-0.1984441220110004,0.06874277593538046
SNX,2019-01-04,0.0397510007023811,0.0354270003736019,0.0395950004458427,0.0372139997780323,0.0,0.0,-0.06013387147367472,-0.10877714403099771,0.05044173612175106
SNX,2019-01-05,0.0381789989769458,0.0325779989361763,0.0371560007333755,0.0348379984498024,1.0,0.0,-0.06238567762463598,-0.14670369027096905,0.06937195614910767
SNX,2019-01-06,0.0402209982275962,0.0341320000588893,0.0352049991488456,0.0367190018296241,1.0,0.0,0.043005332122785796,-0.15138853924637685,0.07579402807545246
SNX,2019-01-07,0.0466229990124702,0.0345279984176158,0.0364169999957084,0.0372169986367225,1.0,0.0,0.02196772499405156,-0.2594213339133195,0.0778788328991235
SNX,2019-01-08,0.0423969998955726,0.0353210009634494,0.0372820012271404,0.0364839993417263,1.0,0.0,-0.021404480959921476,-0.16689857653966042,0.03292654077047211
SNX,2019-01-09,0.0471850000321865,0.0358380004763603,0.0364880003035068,0.0465909987688064,1.0,0.0,0.27688550705061843,-0.24047895619552875,0.3000445937138448
SNX,2019-01-10,0.0484010018408298,0.0354470014572143,0.0469040013849735,0.0354739986360073,1.0,0.0,-0.24368928900441303,-0.26763909611242487,0.0007616209462904372
SNX,2019-01-11,0.0446959994733333,0.0354330018162727,0.035810001194477,0.0424060001969337,1.0,0.0,0.18419432511702918,-0.2072444461743635,0.19679389335448932
SNX,2019-01-12,0.0442989990115165,0.0395810008049011,0.0435220003128051,0.0424310006201267,1.0,0.0,-0.025067774570035117,-0.10650349470399663,0.07200423832822088
SNX,2019-01-13,0.0427509993314743,0.0386330001056194,0.0418710000813007,0.0393030010163784,1.0,0.0,-0.061331209188603755,-0.09632521555637942,0.017342709831679477
SNX,2019-01-14,0.0416750013828277,0.038196999579668,0.0388190001249313,0.0416750013828277,1.0,0.0,0.07357225195664302,-0.0834553494362407,0.09105431948668073
SNX,2019-01-15,0.0419179983437061,0.0387619994580745,0.041517000645399,0.0400750003755092,1.0,0.0,-0.034732766034957036,-0.0752898280054794,0.03387340528846709
SNX,2019-01-16,0.0418159998953342,0.0394689999520778,0.0401040017604827,0.0409040004014968,1.0,0.011391148061142206,0.019948100087168713,-0.056126840183923846,0.03635765920497942
SNX,2019-01-17,0.0419569984078407,0.0388449989259243,0.0406990014016628,0.0406100004911422,1.0,0.019762659439019673,-0.002186808212866027,-0.07417116571748959,0.04543703472829734
SNX,2019-01-18,0.0424540005624294,0.039241999387741,0.0406490005552768,0.0420110002160072,1.0,0.016521782443429014,0.03350635051600525,-0.07565838630366752,0.0705621750030204
SNX,2019-01-19,0.0428019985556602,0.0360289998352527,0.0418750010430812,0.0401800014078617,1.0,0.011504656935116096,-0.04047760222084947,-0.15824024459044397,0.11521278946376529
