symbol,Date,High,Low,Open,Close,signal,pc_sma15c_sma30c,pc_open_close,pc_high_low,pc_low_close
ZRX,2019-01-01,0.3180409967899322,0.2960920035839081,0.2970919907093048,0.3173669874668121,0.0,0.0,0.06824484466612807,-0.06901309399593394,0.07185261211174514
ZRX,2019-01-02,0.3307279944419861,0.313293993473053,0.3182060122489929,0.329254001379013,0.0,0.0,0.03471961152442069,-0.05271401653902404,0.05094259142677365
ZRX,2019-01-03,0.3317170143127441,0.3200539946556091,0.3297539949417114,0.3212470114231109,0.0,0.0,-0.02579796954424842,-0.03515954610075885,0.003727548436899108
ZRX,2019-01-04,0.3267300128936767,0.3166489899158478,0.3221339881420135,0.3233790099620819,0.0,0.0,0.0038649191513425284,-0.030854291249666904,0.021253881302519526
ZRX,2019-01-05,0.3276120126247406,0.321245014667511,0.32293701171875,0.3228659927845001,0.0,0.0,-0.00021991574725949725,-0.019434568061833003,0.005045924583971678
ZRX,2019-01-06,0.3417910039424896,0.3222289979457855,0.3231579959392547,0.3398070037364959,0.0,0.0,0.051519714834383334,-0.05723382350928007,0.05455128465398965
ZRX,2019-01-07,0.3411630094051361,0.3232569992542267,0.3406170010566711,0.3243879973888397,0.0,0.0,-0.0476459002853214,-0.05248520401473471,0.0034987583786965717
ZRX,2019-01-08,0.3358190059661865,0.3211730122566223,0.3241809904575348,0.3259350061416626,0.0,0.0,0.005410606222321263,-0.04361275999679098,0.014826880538877204
ZRX,2019-01-09,0.3312340080738067,0.3244940042495727,0.327327013015747,0.3270530104637146,0.0,0.0,-0.0008370911691887572,-0.020348163714917152,0.007886143289642218
ZRX,2019-01-10,0.3304010033607483,0.280460000038147,0.3273630142211914,0.2875609993934631,0.0,0.0,-0.12158372540165778,-0.15115269873461384,0.025319116288776505
ZRX,2019-01-11,0.2933439910411834,0.2831319868564605,0.2858830094337463,0.2869119942188263,0.0,0.0,0.003599321229751081,-0.034812385788019116,0.013350689917922024
ZRX,2019-01-12,0.2886449992656708,0.282025009393692,0.2867709994316101,0.2834889888763428,0.0,0.0,-0.011444708711035603,-0.02293471180453633,0.0051909562410726445
ZRX,2019-01-13,0.2901709973812103,0.2662850022315979,0.2835560142993927,0.270002007484436,0.0,0.0,-0.04780010344145167,-0.08231696263645656,0.013958748039460601
ZRX,2019-01-14,0.295305997133255,0.2688289880752563,0.2698780000209808,0.2869560122489929,0.0,0.0,0.06328049054270621,-0.08965957113986793,0.06742957410776745
ZRX,2019-01-15,0.292272001504898,0.2802590131759643,0.2867060005664825,0.2837390005588531,0.0,0.0,-0.010348580084710837,-0.041102083904990115,0.012417040021131589
