,symbol,Date,High,Low,Open,Close,Volume,Adj Close,pc_sma15c_sma30c,pc_open_close,pc_high_low,pc_low_close
0,FUN,2019-08-05,0.0029609999619424,0.0026519999373704,0.0028739999979734,0.0027419999241828,270782,0.0027419999241828,0.0,-0.0459290444967571,-0.10435664591136898,0.033936647412457985
1,FUN,2019-08-06,0.0028379999566823,0.0025500000920146,0.0027409999165683,0.0026249999646097,252308,0.0026249999646097,0.0,-0.0423203048119135,-0.10147986929653789,0.029411713681879573
2,FUN,2019-08-07,0.0027449999470263,0.0025659999810159,0.0026249999646097,0.0026390000712126,112894,0.0026390000712126,0.0,0.005333374015866482,-0.06520946064290949,0.02844898313982012
3,FUN,2019-08-08,0.0027240000199526,0.0024470000062137,0.0026390000712126,0.002600000007078,134801,0.002600000007078,0.0,-0.014778349026978131,-0.10168869739719023,0.0625255416737985
4,FUN,2019-08-09,0.0026030000299215,0.0021740000229328,0.002600000007078,0.0022760001011192,195975,0.0022760001011192,0.0,-0.12461534810645095,-0.16480983559636672,0.04691815874445051
5,FUN,2019-08-10,0.0023449999280273,0.0021740000229328,0.0022760001011192,0.0022799998987466,171495,0.0022799998987466,0.0,0.0017573802503054472,-0.07292107050866796,0.04875799204031415
6,FUN,2019-08-11,0.002371999900788,0.0022279999684542,0.0022799998987466,0.0023060000967234,79501,0.0023060000967234,0.0,0.01140359611028629,-0.06070823708127543,0.035009034727822214
7,FUN,2019-08-12,0.0023849999997764,0.0022319999989122,0.0023060000967234,0.002337000099942,109533,0.002337000099942,0.0,0.013443192505780048,-0.0641509437645888,0.04704305603986267
8,FUN,2019-08-13,0.0023990001063793,0.0021899999119341,0.0023380001075565,0.0022960000205785,158908,0.0022960000205785,0.0,-0.017964108231755014,-0.0871197103699317,0.0484018780397055
9,FUN,2019-08-14,0.0025100000202655,0.0021579999011009,0.0022960000205785,0.0021830000914633,462684,0.0021830000914633,0.0,-0.04921599656028252,-0.14023909016836042,0.011584889484770768
10,FUN,2019-08-15,0.0023509999737143,0.0021289999131113,0.0021830000914633,0.0023169999476522,169092,0.0023169999476522,0.0,0.06138334886604497,-0.09442792985329827,0.08830438807588228
11,FUN,2019-08-16,0.002339000115171,0.002204000018537,0.0023169999476522,0.0022319999989122,138021,0.0022319999989122,0.0,-0.03668534771704666,-0.05771701153769733,0.01270416521765113
12,FUN,2019-08-17,0.0023060000967234,0.0022179998923093,0.0022319999989122,0.0022539999336004,137846,0.0022539999336004,0.0,0.009856601567617423,-0.03816140534388522,0.01623085799775148
13,FUN,2019-08-18,0.0023610000498592,0.0022319999989122,0.0022529999259859,0.0023280000314116,120272,0.0023280000314116,0.0,0.03328899595630508,-0.05463788573604345,0.04301076726979711
14,FUN,2019-08-19,0.0024139999877661,0.0022960000205785,0.0023280000314116,0.0024059999268501,152240,0.0024059999268501,0.0,0.03350510927235858,-0.04888151109594499,0.04790936641363106
15,FUN,2019-08-20,0.0024560000747442,0.0022730000782757,0.0024049999192357,0.0023320000618696,135827,0.0023320000618696,0.009993095492006795,-0.03035337206551711,-0.07451139694593041,0.02595687706207976
16,FUN,2019-08-21,0.0023860000073909,0.0022090000566095,0.0023320000618696,0.0022549999412149,159099,0.0022549999412149,0.017196261210512497,-0.0330189187872353,-0.07418271174900375,0.020823849446162154
17,FUN,2019-08-22,0.0025559999048709,0.0021909999195486,0.0022549999412149,0.0024500000290572,297455,0.0024500000290572,0.02416351484502238,0.08647454231739013,-0.14280125152850343,0.11821091694150342
18,FUN,2019-08-23,0.0026660000439733,0.0024419999681413,0.0024500000290572,0.0025899999309331,164605,0.0025899999309331,0.028929764467034866,0.05714281641448559,-0.08402103230957154,0.06060604615996311
19,FUN,2019-08-24,0.0036100000143051,0.0025019999593496,0.0025889999233186,0.0033509999047964,13150609,0.0033509999047964,0.018641094365763094,0.2943221336604222,-0.30692522176313125,0.33932852087955234
20,FUN,2019-08-25,0.0041450001299381,0.003133000107482,0.0033509999047964,0.0034390001092106,15857869,0.0034390001092106,0.0063478677721965256,0.026260879413408,-0.2441495755685809,0.0976699620909152
21,FUN,2019-08-26,0.003529000096023,0.0031119999475777,0.0034429999068379,0.0032230000942945,1030657,0.0032230000942945,-0.004725242223396013,-0.06389771086152916,-0.11816382462421501,0.03566842820906837
22,FUN,2019-08-27,0.0032730000093579,0.0029390000272542,0.003224000101909,0.0029720000457018,725327,0.0029720000457018,-0.01363270530794412,-0.07816378667543643,-0.10204704587496308,0.01122831512132735
23,FUN,2019-08-28,0.0034149999264627,0.0026519999373704,0.0029730000533163,0.0027360001113265,1292377,0.0027360001113265,-0.021903250065919946,-0.07971743617206914,-0.22342606311052696,0.03167427448712178
24,FUN,2019-08-29,0.0027950000949203,0.0024920001160353,0.0027360001113265,0.0025080000050365,356398,0.0025080000050365,-0.031063017438957487,-0.08333336879122348,-0.10840785996239476,0.006420500905375285
25,FUN,2019-08-30,0.0025649999734014,0.0024129999801516,0.0025080000050365,0.0025080000050365,286389,0.0025080000050365,-0.03667396729188339,0.0,-0.05925925724211044,0.039370089376847675
26,FUN,2019-08-31,0.002860999898985,0.0025009999517351,0.0025080000050365,0.002688999986276,587335,0.002688999986276,-0.04645874866176132,0.07216905138597314,-0.12583011533052404,0.07516994728867266
