,symbol,Date,High,Low,Open,Close,Volume,Adj Close,pc_sma15c_sma30c,pc_open_close,pc_high_low,pc_low_close
0,WAVES,2020-08-03,1.7031919956207275,1.5792460441589355,1.5948519706726074,1.6893459558486938,59968602,1.6893459558486938,0.0,0.05924937669057452,-0.07277274187553938,0.06971675635786986
1,WAVES,2020-08-04,1.6974890232086182,1.6098480224609375,1.6892800331115725,1.64472496509552,47393346,1.64472496509552,0.0,-0.026375181818720828,-0.05162978938268501,0.02166474235329801
2,WAVES,2020-08-05,1.652675986289978,1.60139799118042,1.6453289985656738,1.643841028213501,44125924,1.643841028213501,0.0,-0.000904360376234783,-0.031027252489261307,0.026503740648379053
3,WAVES,2020-08-06,1.7526429891586304,1.6386369466781616,1.6436209678649902,1.7109739780426023,55429946,1.7109739780426023,0.0,0.040978432068253204,-0.06504806922212847,0.04414463588843279
4,WAVES,2020-08-07,1.7851459980010986,1.683532953262329,1.7107629776000977,1.78083598613739,37686926,1.78083598613739,0.0,0.04096009175718338,-0.0569214197900619,0.0577969279939001
5,WAVES,2020-08-08,1.9438259601593015,1.774935960769653,1.780756950378418,1.8195250034332275,47649429,1.8195250034332275,0.0,0.02177054709603756,-0.08688535025831606,0.025121493760394378
6,WAVES,2020-08-09,1.975422024726868,1.7972869873046875,1.82061505317688,1.945036053657532,45556786,1.945036053657532,0.0,0.0683400921372937,-0.0901756866089464,0.08220671901398299
7,WAVES,2020-08-10,2.04590392112732,1.885303020477295,1.945233941078186,1.9712860584259035,48282968,1.9712860584259035,0.0,0.013392793945019067,-0.07849875010823171,0.04560701224933095
8,WAVES,2020-08-11,2.055402994155884,1.8245470523834229,1.9722089767456052,1.8694430589675903,41388920,1.8694430589675903,0.0,-0.05210701248687738,-0.11231663203218657,0.024606658691273216
9,WAVES,2020-08-12,2.242503881454468,1.805793046951294,1.870725989341736,2.18471908569336,99155535,2.18471908569336,0.0,0.16784558408904687,-0.19474250997502288,0.20983912823332868
10,WAVES,2020-08-13,3.5442700386047363,2.083923101425171,2.1880829334259038,3.418673038482666,397725190,3.418673038482666,0.0,0.5624056045855697,-0.4120303817918051,0.6404986518670843
11,WAVES,2020-08-14,4.064260005950928,2.990868091583252,3.4044981002807617,3.497064113616944,309161961,3.497064113616944,0.0,0.027189327357400598,-0.26410512929684743,0.16924719062609375
12,WAVES,2020-08-15,3.744976043701172,3.232487916946411,3.497337102890014,3.422292947769165,152273912,3.422292947769165,0.0,-0.02145751264836228,-0.1368468371424526,0.05871793977254967
13,WAVES,2020-08-16,4.249226093292236,3.404820919036865,3.418251037597656,4.0417680740356445,249125149,4.0417680740356445,0.0,0.1824082051259161,-0.19871975642537276,0.18707214568540526
14,WAVES,2020-08-17,4.761026859283447,4.021753787994385,4.0417680740356445,4.399364948272705,285854626,4.399364948272705,0.0,0.08847535724136825,-0.15527597157902318,0.09389216252013077
15,WAVES,2020-08-18,4.549716949462891,3.799264907836914,4.402062892913818,4.225464820861816,219033549,4.225464820861816,-0.02299777035636296,-0.040117116985375,-0.16494477567765395,0.1121795724603885
16,WAVES,2020-08-19,4.503355979919434,3.666440010070801,4.225464820861816,3.838797092437744,177785343,3.838797092437744,-0.049556187164344956,-0.09150892145996103,-0.1858427300840662,0.04700938291463142
17,WAVES,2020-08-20,4.046125888824463,3.7693049907684326,3.839524984359741,3.885481119155884,102498645,3.885481119155884,-0.07806367629750322,0.011969224053325435,-0.06841628403619843,0.030821631221666364
18,WAVES,2020-08-21,3.889771938323975,3.214400053024292,3.883780956268311,3.2146599292755127,143738198,3.2146599292755127,-0.10436678742071383,-0.17228598485011265,-0.1736276306190556,8.084751335671383e-05
19,WAVES,2020-08-22,3.514602899551392,2.9372398853302,3.2146599292755127,3.4034829139709477,106015881,3.4034829139709477,-0.13024726152142233,0.05873809014006343,-0.164275461758393,0.15873508696697178
