,symbol,Date,High,Low,Open,Close,Volume,Adj Close,pc_sma15c_sma30c,pc_open_close,pc_high_low,pc_low_close
0,NEO,2019-08-05,12.661773681640623,11.932212829589844,11.933330535888672,12.069722175598145,351665015,12.069722175598145,0.0,0.011429469694087847,-0.057619166982002805,0.011524211642227934
1,NEO,2019-08-06,12.66330909729004,11.169922828674316,12.077165603637695,11.334147453308104,306890935,11.334147453308104,0.0,-0.06152256040157231,-0.11793017584442525,0.014702395634480673
2,NEO,2019-08-07,11.562941551208496,11.164411544799805,11.335168838500977,11.32220458984375,271679897,11.32220458984375,0.0,-0.0011437190607335517,-0.034466143813296296,0.014133574744245491
3,NEO,2019-08-08,11.341781616210938,10.595759391784668,11.32361888885498,10.872483253479004,275502109,10.872483253479004,0.0,-0.03984023480514668,-0.0657764582030015,0.02611647277578721
4,NEO,2019-08-09,10.8801851272583,10.237152099609377,10.865636825561523,10.390829086303713,269599467,10.390829086303713,0.0,-0.04369810503336727,-0.059101294704804526,0.015011693213017697
5,NEO,2019-08-10,11.15454387664795,10.36341953277588,10.385334014892578,10.604525566101074,307415114,10.604525566101074,0.0,0.021105874004069124,-0.07092395284116353,0.023265104009604094
6,NEO,2019-08-11,11.095046043395996,10.5994234085083,10.607379913330078,11.088647842407228,249570405,11.088647842407228,0.0,0.045371046668400236,-0.04467062443447004,0.04615575914310777
7,NEO,2019-08-12,11.08476734161377,10.658743858337402,11.084267616271973,10.692106246948242,215249968,10.692106246948242,0.0,-0.03537999829127439,-0.038433236363655136,0.0031300488175952713
8,NEO,2019-08-13,10.710261344909668,10.274229049682615,10.691399574279783,10.48716640472412,218432095,10.48716640472412,0.0,-0.019102566332567555,-0.040711639164088965,0.020725385234435845
9,NEO,2019-08-14,10.47464084625244,9.359160423278809,10.47464084625244,9.38031768798828,268690818,9.38031768798828,0.0,-0.10447357330210336,-0.10649342916351366,0.0022605943004082862
10,NEO,2019-08-15,10.001239776611328,9.20040225982666,9.391674995422363,9.919107437133787,308542813,9.919107437133787,0.0,0.05615957131912062,-0.08007382431301051,0.07811671240129754
11,NEO,2019-08-16,10.034722328186035,9.52042007446289,9.92147731781006,9.839250564575195,282250238,9.839250564575195,0.0,-0.008287752982840537,-0.05125226557376145,0.033489119977753924
12,NEO,2019-08-17,9.871298789978027,9.53397274017334,9.835762977600098,9.68106460571289,231786463,9.68106460571289,0.0,-0.015728151668509712,-0.03417240800644819,0.015428181886838126
13,NEO,2019-08-18,10.055357933044434,9.571893692016602,9.666955947875977,9.880430221557615,232179408,9.880430221557615,0.0,0.022082884708763302,-0.04808026171192246,0.032233593421367335
14,NEO,2019-08-19,10.171786308288574,9.83817195892334,9.878379821777344,10.165383338928224,239845356,10.165383338928224,0.0,0.02905370337331717,-0.03279801003029189,0.033259367834905545
