Date,High,Low,Open,Close,Volume,Adj Close
2021-01-01,1.318384051322937,1.2517859935760498,1.2676039934158325,1.2897900342941284,29215630.0,1.2897900342941284
2021-01-02,1.3200459480285645,1.2614439725875854,1.2899800539016724,1.2793810367584229,26080111.0,1.2793810367584229
2021-01-03,1.4328620433807373,1.2759439945220947,1.279399037361145,1.3941830396652222,40126924.0,1.3941830396652222
2021-01-04,1.545464038848877,1.2512290477752686,1.3964439630508423,1.4018709659576416,51633683.0,1.4018709659576416
2021-01-05,1.5797309875488281,1.3508529663085938,1.4026360511779785,1.5797309875488281,45249337.0,1.5797309875488281
2021-01-06,1.6364610195159912,1.494168996810913,1.5772260427474976,1.5752170085906982,62433789.0,1.5752170085906982
2021-01-07,1.690487027168274,1.5325549840927124,1.5776079893112183,1.598404049873352,48888072.0,1.598404049873352
2021-01-08,1.6258219480514526,1.4351860284805298,1.5984480381011963,1.566267967224121,48649748.0,1.566267967224121
2021-01-09,1.6499559879302979,1.509680986404419,1.566303014755249,1.629127025604248,39056895.0,1.629127025604248
2021-01-10,1.723417043685913,1.4835439920425415,1.6294959783554077,1.5676089525222778,54325715.0,1.5676089525222778
2021-01-11,1.572147011756897,1.2319109439849854,1.5676720142364502,1.3906899690628052,67869672.0,1.3906899690628052
2021-01-12,1.4692950248718262,1.3268189430236816,1.390504002571106,1.371000051498413,40181445.0,1.371000051498413
2021-01-13,1.5168429613113403,1.3328269720077515,1.370913028717041,1.5098910331726074,39146481.0,1.5098910331726074
2021-01-14,1.7083120346069336,1.4741909503936768,1.5097110271453857,1.6543020009994507,49292672.0,1.6543020009994507
2021-01-15,1.7746649980545044,1.5398019552230835,1.658856987953186,1.6976640224456787,65282394.0,1.6976640224456787
2021-01-16,1.856289029121399,1.6908520460128784,1.6981749534606934,1.740265965461731,52891576.0,1.740265965461731
2021-01-17,1.8368480205535889,1.6767909526824951,1.7401230335235596,1.8009439706802368,50366478.0,1.8009439706802368
2021-01-18,1.8392330408096313,1.7363450527191162,1.8016740083694458,1.7838330268859863,41042808.0,1.7838330268859863
2021-01-19,1.8891710042953491,1.7550870180130005,1.7838319540023804,1.784082055091858,50494004.0,1.784082055091858
2021-01-20,1.8091109991073608,1.6266980171203613,1.7801259756088257,1.776689052581787,44953344.0,1.776689052581787
2021-01-21,1.776352047920227,1.4669599533081055,1.776352047920227,1.5075589418411255,47164436.0,1.5075589418411255
2021-01-22,1.7306369543075562,1.4455310106277466,1.5075180530548096,1.6834880113601685,53679219.0,1.6834880113601685
2021-01-23,1.7903059720993042,1.6613370180130005,1.6832430362701416,1.751688003540039,39046881.0,1.751688003540039
2021-01-24,1.8572969436645508,1.7494009733200073,1.7521179914474487,1.8572139739990234,45237978.0,1.8572139739990234
2021-01-25,2.090609073638916,1.8508599996566772,1.855968952178955,1.9310309886932373,100518461.0,1.9310309886932373
2021-01-26,1.9736219644546509,1.7881669998168945,1.9280890226364136,1.8937280178070068,57222334.0,1.8937280178070068
2021-01-27,1.9019509553909302,1.6591769456863403,1.894940972328186,1.724843978881836,62979665.0,1.724843978881836
2021-01-28,1.9433640241622925,1.6951910257339478,1.7238349914550781,1.9050589799880981,83670079.0,1.9050589799880981
2021-01-29,1.9845629930496216,1.846837043762207,1.9759219884872437,1.8888829946517944,65905471.0,1.8888829946517944
2021-01-30,1.9552220106124878,1.8421670198440552,1.8887410163879395,1.9250949621200562,45778908.0,1.9250949621200562
2021-01-31,1.9589500427246094,1.845808982849121,1.9254330396652222,1.8798860311508179,40129694.0,1.8798860311508179
