Date,High,Low,Open,Close,Volume,Adj Close
2021-03-31,0.7631440162658691,0.6918879747390747,0.7288749814033508,0.714352011680603,66359076.0,0.714352011680603
2021-04-01,0.7588300108909607,0.6880170106887817,0.7130870223045349,0.6996260285377502,48760501.0,0.6996260285377502
2021-04-02,0.7201489806175232,0.6376720070838928,0.6970369815826416,0.6386280059814453,46554094.0,0.6386280059814453
2021-04-03,0.7432190179824829,0.6192290186882019,0.6386989951133728,0.7261769771575928,54372950.0,0.7261769771575928
2021-04-04,0.7313370108604431,0.6639670133590698,0.7271749973297119,0.6821510195732117,48609849.0,0.6821510195732117
2021-04-05,0.7468370199203491,0.6419230103492737,0.6815410256385803,0.6692479848861694,70289140.0,0.6692479848861694
2021-04-06,0.6803240180015564,0.557030975818634,0.6688089966773987,0.5991420149803162,55508307.0,0.5991420149803162
2021-04-07,0.6554610133171082,0.5891259908676147,0.5967779755592346,0.6090840101242065,36022631.0,0.6090840101242065
2021-04-08,0.7595840096473694,0.603892982006073,0.6091449856758118,0.683131992816925,150123729.0,0.683131992816925
2021-04-09,0.700842022895813,0.6327019929885864,0.6828479766845703,0.6562380194664001,52921158.0,0.6562380194664001
2021-04-10,0.6557080149650574,0.6163529753684998,0.6555699706077576,0.6327800154685974,39160156.0,0.6327800154685974
2021-04-11,0.6699280142784119,0.6006320118904114,0.6344680190086365,0.6088759899139404,45096838.0,0.6088759899139404
2021-04-12,0.6441460251808167,0.578108012676239,0.608896017074585,0.6075739860534668,47684008.0,0.6075739860534668
2021-04-13,0.6184170246124268,0.572858989238739,0.6075459718704224,0.5989559888839722,39307745.0,0.5989559888839722
2021-04-14,0.6613119840621948,0.5880100131034851,0.5975149869918823,0.652396023273468,51578799.0,0.652396023273468
2021-04-15,0.6602950096130371,0.5910450220108032,0.6505770087242126,0.6077340245246887,43648868.0,0.6077340245246887
2021-04-16,0.691349983215332,0.607017993927002,0.607017993927002,0.6466019749641418,53493296.0,0.6466019749641418
