,symbol,Date,High,Low,Open,Close,signal
0,XMR,2019-01-01,48.36887741088867,45.6473503112793,46.22795867919922,48.36749649047852,0.0
1,XMR,2019-01-02,53.197391510009766,47.974395751953125,48.43928146362305,52.25244903564453,0.0
2,XMR,2019-01-03,52.33226013183594,49.65300369262695,52.33226013183594,49.81535720825195,0.0
3,XMR,2019-01-04,50.89449691772461,49.41751480102539,49.85271072387695,50.63087463378906,0.0
4,XMR,2019-01-05,51.64704895019531,49.87068939208984,50.55367660522461,49.93181228637695,0.0
5,XMR,2019-01-06,55.00034332275391,49.74837875366211,49.81036758422852,54.8765869140625,0.0
6,XMR,2019-01-07,55.261497497558594,52.18220138549805,54.93288040161133,52.82689666748047,0.0
7,XMR,2019-01-08,54.93108367919922,52.60243225097656,52.88706588745117,53.15544509887695,0.0
8,XMR,2019-01-09,54.54532241821289,52.43333435058594,53.17095184326172,52.7138557434082,0.0
9,XMR,2019-01-10,53.50455093383789,44.55309677124024,52.73325729370117,45.49613571166992,0.0
10,XMR,2019-01-11,46.75434112548828,45.12490081787109,45.48453521728516,45.80475234985352,0.0
11,XMR,2019-01-12,46.05302047729492,44.5925178527832,45.79354476928711,45.007789611816406,0.0
12,XMR,2019-01-13,45.50562286376953,42.84308624267578,45.001197814941406,43.11040115356445,0.0
13,XMR,2019-01-14,46.387245178222656,43.10833358764648,43.10833358764648,45.91458511352539,0.0
14,XMR,2019-01-15,46.40671920776367,44.7103385925293,45.82072448730469,44.95061111450195,0.0
15,XMR,2019-01-16,46.19488525390625,44.71026611328125,44.892608642578125,46.18143844604492,0.0
16,XMR,2019-01-17,46.35686874389648,44.86992263793945,46.16082763671875,45.65363311767578,0.0
17,XMR,2019-01-18,45.69973373413086,44.88039016723633,45.64878845214844,45.12583160400391,0.0
18,XMR,2019-01-19,46.55584716796875,44.79018020629883,45.27385330200195,46.2195930480957,0.0
19,XMR,2019-01-20,46.38200378417969,44.03779220581055,46.08714294433594,44.11306381225586,0.0
20,XMR,2019-01-21,44.75570297241211,43.71867752075195,44.11495590209961,44.57730484008789,0.0
21,XMR,2019-01-22,46.03541564941406,44.53773498535156,44.58333206176758,45.920597076416016,0.0
22,XMR,2019-01-23,45.972991943359375,44.63924026489258,45.94233322143555,44.88050079345703,0.0
23,XMR,2019-01-24,46.507083892822266,44.6159553527832,44.90532684326172,45.78304672241211,0.0
24,XMR,2019-01-25,47.10763549804688,45.11800003051758,45.88211441040039,46.88933563232422,0.0
25,XMR,2019-01-26,46.862701416015625,45.67472839355469,46.862701416015625,45.73064041137695,0.0
26,XMR,2019-01-27,46.65571975708008,45.40731048583984,45.7818603515625,46.575416564941406,0.0
27,XMR,2019-01-28,46.69319915771485,43.19914245605469,46.69319915771485,43.5892333984375,0.0
28,XMR,2019-01-29,44.07046890258789,42.82657241821289,43.58219909667969,43.710105895996094,0.0
29,XMR,2019-01-30,44.725730895996094,42.76494216918945,43.66912841796875,44.26460647583008,0.0
30,XMR,2019-01-31,44.56416320800781,43.313514709472656,44.24991989135742,43.66409683227539,0.0
31,XMR,2019-02-01,44.20570755004883,42.872337341308594,43.67149353027344,43.72286605834961,0.0
32,XMR,2019-02-02,43.80470657348633,41.995079040527344,43.6676025390625,43.38762283325195,0.0
33,XMR,2019-02-03,43.72533416748047,42.57559585571289,43.30197525024414,42.903839111328125,0.0
34,XMR,2019-02-04,43.114051818847656,42.1533203125,42.96634292602539,42.796653747558594,1.0
35,XMR,2019-02-05,43.47499084472656,42.719825744628906,42.719825744628906,43.336124420166016,1.0
36,XMR,2019-02-06,43.37485504150391,42.40885925292969,43.37485504150391,43.14356231689453,1.0
37,XMR,2019-02-07,43.78047943115234,43.05583572387695,43.15270614624024,43.21210479736328,1.0
38,XMR,2019-02-08,49.5487060546875,43.11598205566406,43.248172760009766,48.11674499511719,1.0
39,XMR,2019-02-09,48.7558822631836,47.925819396972656,48.26957702636719,48.555694580078125,1.0
40,XMR,2019-02-10,49.82889938354492,47.23757553100586,48.586612701416016,49.82767105102539,1.0
41,XMR,2019-02-11,49.91179656982422,47.40423583984375,49.91179656982422,48.27090072631836,1.0
42,XMR,2019-02-12,49.407371520996094,47.45799255371094,48.22510528564453,49.05204391479492,1.0
43,XMR,2019-02-13,50.74150848388672,48.818504333496094,49.05235290527344,49.33005142211914,1.0
44,XMR,2019-02-14,49.63516616821289,46.302852630615234,49.3198471069336,46.86213302612305,1.0
45,XMR,2019-02-15,48.65492630004883,46.58959579467773,46.82016754150391,47.43825149536133,1.0
46,XMR,2019-02-16,48.43683242797852,46.76747512817383,47.39543151855469,46.91598510742188,1.0
47,XMR,2019-02-17,48.12992477416992,46.75928497314453,46.87131881713867,48.06875228881836,1.0
48,XMR,2019-02-18,52.23411560058594,48.01448059082031,48.01448059082031,51.69323348999024,1.0
49,XMR,2019-02-19,53.59519577026367,51.48977279663086,51.68333435058594,52.32735061645508,1.0
50,XMR,2019-02-20,52.63759231567383,50.86469650268555,52.25026321411133,52.11064910888672,1.0
51,XMR,2019-02-21,52.31678771972656,50.153804779052734,52.31678771972656,50.43602752685547,1.0
52,XMR,2019-02-22,52.7098388671875,50.33552169799805,50.33552169799805,52.64224624633789,1.0
53,XMR,2019-02-23,53.81678771972656,51.9234619140625,52.61803817749024,53.81316375732422,1.0
54,XMR,2019-02-24,56.82745361328125,49.01046752929688,53.68765640258789,49.01046752929688,1.0
55,XMR,2019-02-25,50.19007110595703,48.70062255859375,48.87729644775391,50.07845687866211,1.0
56,XMR,2019-02-26,50.09551239013672,49.049949645996094,50.09551239013672,49.40534210205078,1.0
57,XMR,2019-02-27,50.002872467041016,48.72615432739258,49.635040283203125,49.988094329833984,1.0
58,XMR,2019-02-28,50.20981216430664,49.04035949707031,49.89556121826172,49.12126922607422,1.0
59,XMR,2019-03-01,50.16024398803711,48.98567962646485,49.12215042114258,49.56217193603516,1.0
60,XMR,2019-03-02,50.05693054199219,49.12397003173828,49.60091400146485,49.98366928100586,1.0
61,XMR,2019-03-03,50.272159576416016,49.46358871459961,49.94568634033203,50.10773849487305,1.0
62,XMR,2019-03-04,50.464237213134766,47.17427444458008,50.11978530883789,48.4932861328125,1.0
63,XMR,2019-03-05,50.615325927734375,47.93508529663086,48.499942779541016,50.54852294921875,1.0
64,XMR,2019-03-06,50.90369415283203,49.58349609375,50.59394454956055,50.8486557006836,1.0
65,XMR,2019-03-07,52.09860229492188,50.92738723754883,50.92738723754883,51.02837753295898,1.0
66,XMR,2019-03-08,51.384708404541016,49.59807586669922,51.23517227172852,50.01823043823242,1.0
67,XMR,2019-03-09,51.39677429199219,49.82181167602539,49.98160171508789,50.78741836547852,1.0
68,XMR,2019-03-10,51.01462173461914,50.40375518798828,50.88216400146485,50.94821166992188,1.0
69,XMR,2019-03-11,50.97061920166016,49.37623977661133,50.89009475708008,50.235599517822266,1.0
70,XMR,2019-03-12,51.47206497192383,49.49441146850586,50.29816055297852,51.47206497192383,1.0
71,XMR,2019-03-13,52.3336181640625,51.28568649291992,51.48274230957031,52.04031753540039,1.0
72,XMR,2019-03-14,52.92355346679688,51.65202331542969,52.05381393432617,52.35450744628906,1.0
73,XMR,2019-03-15,53.65060043334961,52.25691986083984,52.36195373535156,53.60699081420898,1.0
74,XMR,2019-03-16,55.3746337890625,53.56135177612305,53.56135177612305,54.63551330566406,1.0
75,XMR,2019-03-17,54.81073760986328,52.64645004272461,54.70542526245117,53.535606384277344,1.0
76,XMR,2019-03-18,54.00035858154297,52.69628143310547,53.58741760253906,53.48814010620117,1.0
77,XMR,2019-03-19,55.15141677856445,53.34927749633789,53.47269821166992,54.75062942504883,1.0
78,XMR,2019-03-20,56.737674713134766,53.677391052246094,54.9846076965332,55.880741119384766,1.0
79,XMR,2019-03-21,55.98158264160156,53.27070236206055,55.97840881347656,53.85298538208008,1.0
80,XMR,2019-03-22,54.255985260009766,53.35498428344727,53.84712219238281,53.923118591308594,1.0
81,XMR,2019-03-23,54.368438720703125,53.35626983642578,53.9023551940918,53.84037399291992,1.0
82,XMR,2019-03-24,54.1761474609375,53.52958679199219,53.81326675415039,53.74467849731445,1.0
83,XMR,2019-03-25,54.08097839355469,51.11442947387695,53.79814529418945,52.33984756469727,1.0
84,XMR,2019-03-26,53.06303787231445,50.380130767822266,52.23835754394531,52.94049835205078,1.0
85,XMR,2019-03-27,55.025489807128906,52.83891677856445,52.95750427246094,54.72978973388672,1.0
86,XMR,2019-03-28,54.733184814453125,53.72426986694336,54.70616912841797,53.898414611816406,1.0
87,XMR,2019-03-29,54.09944152832031,52.421268463134766,53.92197036743164,53.48281478881836,1.0
88,XMR,2019-03-30,56.39556121826172,52.8935661315918,53.46839141845703,53.450191497802734,1.0
89,XMR,2019-03-31,56.49732971191406,53.11427688598633,53.455787658691406,55.88533782958984,1.0
90,XMR,2019-03-31,59.9892578125,55.82899856567383,55.8809928894043,59.97315979003906,1.0
91,XMR,2019-04-01,69.8200454711914,59.056434631347656,59.95918655395508,69.05905151367188,1.0
92,XMR,2019-04-02,72.32653045654297,63.93318176269531,69.05843353271484,65.70659637451172,1.0
93,XMR,2019-04-03,66.87574005126953,62.21818542480469,65.8406753540039,63.92605209350586,1.0
94,XMR,2019-04-04,69.18177795410156,63.887001037597656,63.92538070678711,69.16213989257812,1.0
95,XMR,2019-04-05,70.10771942138672,66.98796081542969,69.16497039794922,68.09186553955078,1.0
96,XMR,2019-04-06,70.0909194946289,67.90229034423828,68.08981323242188,69.8070068359375,1.0
97,XMR,2019-04-07,72.50745391845703,68.82203674316406,69.8231430053711,71.09341430664062,0.0
98,XMR,2019-04-08,71.21981811523438,68.07936096191406,71.1136474609375,68.37260437011719,0.0
99,XMR,2019-04-09,71.69961547851562,68.12085723876953,68.36116027832031,70.97735595703125,0.0
100,XMR,2019-04-10,71.1702880859375,62.81306076049805,70.94913482666016,66.36711883544922,0.0
101,XMR,2019-04-11,71.18222045898438,65.67399597167969,66.3302993774414,66.10135650634766,0.0
102,XMR,2019-04-12,66.9041748046875,64.07125854492188,66.10316467285156,65.32377624511719,0.0
103,XMR,2019-04-13,67.29888916015625,64.28992462158203,65.31130981445312,66.58150482177734,0.0
104,XMR,2019-04-14,67.05876922607422,64.26764678955078,66.58905792236328,64.35227966308594,0.0
105,XMR,2019-04-15,70.12733459472656,63.96095657348633,64.36319732666016,68.903076171875,0.0
106,XMR,2019-04-16,69.97234344482422,66.91744995117188,68.8737564086914,67.4773941040039,0.0
107,XMR,2019-04-17,69.94930267333984,67.46476745605469,67.47675323486328,69.16213989257812,0.0
108,XMR,2019-04-18,69.5352554321289,67.54074096679688,69.16755676269531,68.56694030761719,0.0
109,XMR,2019-04-19,70.24454498291016,68.15576934814453,68.60382843017578,69.52452850341797,0.0
110,XMR,2019-04-20,70.09021759033203,67.40799713134766,69.5877914428711,68.718505859375,0.0
111,XMR,2019-04-21,69.3546142578125,67.99166107177734,68.68643188476562,68.59263610839844,0.0
112,XMR,2019-04-22,71.01168823242188,68.07179260253906,68.56501007080078,69.33094787597656,0.0
113,XMR,2019-04-23,70.84308624267578,65.07598114013672,69.3344497680664,67.67943572998047,0.0
114,XMR,2019-04-24,67.87923431396484,61.28211212158203,67.66451263427734,61.301387786865234,0.0
115,XMR,2019-04-25,63.76262664794922,59.98540496826172,61.405887603759766,62.08967208862305,0.0
116,XMR,2019-04-26,63.523887634277344,61.60976028442383,61.81120300292969,62.5504035949707,0.0
117,XMR,2019-04-27,63.0341911315918,61.03752899169922,62.63674545288086,61.22995376586914,0.0
